judul,label
"
Adhi Karya Terima Pembayaran LRT Jabodebek Rp 4,1 T, Masih Kurang Rp 2,2 T
",Netral
"
Malaysia Gratiskan Tol Saat Mudik Lebaran, Kok RI Nggak Ikutan?
",Positif
"
LRT Jabodebek Alami Masalah Pengereman, Kini Sedang Diperbaiki
",Negatif
"
Diskon Tarif Tol Tangerang-Merak, Cikopo-Palimanan, hingga Jombang-Mojokerto
",Positif
"
Pertamina Siagakan Satgas RAFI 2024
",Netral
"
Rp 31 Triliun Duit Negara Sudah Mengalir buat THR PNS-Pensiunan
",Positif
"
Anggota DPR Minta Bahlil Cabut Izin Tambang yang Terkait Suami Sandra Dewi
",Negatif
"
Bahlil Jawab Faisal Basri yang Jadi Saksi di MK soal Politisasi Bansos
",Netral
"
Bentuk Satgas RAFI, Pertamina Pastikan Stok BBM Aman Selama Libur Lebaran
",Positif
"
7 Ruas Tol Baru Dibuka Fungsional buat Mudik Lebaran
",Positif
"
Libur Idul Fitri, BSI Siapkan Uang Tunai Rp 45 Triliun
",Positif
"
Rekor Terbesar dalam Sejarah! Kemenag Buka 110.553 Lowongan CPNS dan PPPK
",Positif
"
Ternyata Ini 3 Biang Kerok Produksi Beras RI Turun
",Negatif
"
Anggota DPR Doakan Basuki Masuk Kabinet Pemerintahan Berikutnya
",Netral
"
Basuki Harap Sri Mulyani Setujui Dana Rp 15 T buat Perbaiki Jalan Rusak
",Positif
"
Dukung Efisiensi-Pemerataan Solar, KB Bank Luncurkan Fuel Card Solar Subsidi
",Positif
"
Zulhas Terbitkan Izin Impor Bawang Putih 300 Ribu Ton, Kok Harga Masih Mahal?
",Negatif
"
Bahlil Pamer Selesaikan Investasi Mangkrak Rp 558 Triliun
",Positif
"
Basuki Buka-Bukaan Perintah Jokowi di 2024: Benahi 32 Pasar dan Stadion MU
",Netral
"
Pemerintah Siapkan Rp 35,45 T buat Infrastruktur Dasar IKN, Ini Rinciannya
",Positif
"
Garuda Raup Laba Rp 4 Triliun, Ini Pemicunya
",Positif
"
Bahlil Bongkar Alasan Cabut 2.051 Izin Tambang
",Negatif
"
Heboh Dugaan Upeti Tambang, Bahlil Jelaskan Ini ke DPR
",Negatif
"
Ngeri... Harta Warga Hong Kong Dikuras Rp 276 M dalam Seminggu Gegara Ini
",Negatif
"
Maybank Indonesia Siap Tebar Dividen Rp 785 M
",Positif
"
Jokowi Target 16 Ruas Tol Trans Sumatera Rampung di Akhir 2024
",Positif
"
Bayang Inflasi Jelang Idul Fitri
",Negatif
"
Basuki Pamer Pembangunan Infrastruktur Dasar IKN Rp 24,97 T, Apa Saja?
",Netral
"
Hati-hati! Marak Info Loker Bodong Atas Nama Telkom, Ini yang Benar
",Negatif
"
Kunjungan Turis Asing di RI Naik, tapi Belum Lewati Masa Sebelum COVID-19
",Netral
"
BAZNAS RI Tetapkan Besaran Zakat Fitrah 2024 Rp 45 Ribu
",Netral
"
Nasabah Ngeluh Transfer BI Fast M-Banking Eror, Begini Penjelasan BCA
",Negatif
"
Asyik! Pengusaha Ungkap Sinyal Harga Beras Mulai Turun
",Positif
"
Rupiah Digencet, Dolar AS Nyaris Tembus Rp 16.000!
",Negatif
"
Masihkah Orang RI Beli HP Baru buat Lebaran? Ini Kata Pedagang
",Netral
"
151 Sapi Impor Australia Mati saat Dikirim ke RI, Stok Aman Nggak Nih?
",Negatif
"
Balon Udara Bisa Bahayakan Penerbangan, Kemenhub Wanti-wanti Ini
",Negatif
"
Perusahaan Tak Bayar THR? Pekerja Bisa Lapor ke Sini!
",Positif
"
Harga Minyak Dunia Naik Gegara Produksi Dipangkas hingga Manufaktur China
",Positif
"
Pemerintah Resmi Suntik Modal Rp 6 T ke Wijaya Karya, Buat Apa?
",Positif
"
BPS Ungkap Beras Masih Mahal di Tingkat Konsumen, Tertinggi Sejak 2011
",Negatif
"
Cara Cek Tarif Tol Jelang Mudik Lebaran 2024
",Netral
"
Mau Mudik Lewat Jalur Selatan? Intip Dulu Potretnya di Sini
",Netral
"
Transfer BI Fast di M-Banking BCA Eror!
",Negatif
"
Teten Minta Wajib Sertifikat Halal buat UMKM Ditunda, Mau Ketemu Mendag
",Netral
"
Ada Menu Buka Puasa hingga Baju Anak Murah Lho, Langsung Datang ke Sini
",Positif
"
Dunia Virtual Online Resmi Melantai di BEI
",Positif
"
BPS Beberkan Inflasi Ramadan 2024 'Agak Lain', Ini Buktinya!
",Netral
"
Terminal Tanjung Priok Mulai Ramai Pemudik
",Netral
"
Tarif Listrik yang Berlaku Per 1 April 2024, 900 VA hingga 6.600 VA
",Netral
"
IFG Life Resmi Disuntik Modal Rp 3,56 T Buat Rampungkan Polis Jiwasraya
",Positif
"
Naik Lagi, Utang Pemerintah di Februari 2024 Tembus Rp 8.319 Triliun
",Negatif
"
Malaysia Gratiskan Tarif Tol 8-9 April saat Mudik Lebaran
",Positif
"
Inflasi Ramadan 0,52%, Telur hingga Beras Jadi Pemicunya
",Negatif
"
BPS Catat Inflasi Ramadan 0,52%
",Netral
"
Zulhas: Harga Beras Sudah Turun Rp 3.000, Nggak Naik Lagi!
",Positif
"
Gelar RUPST, CIMB Niaga Finance Bagikan Dividen
",Positif
"
Harga Emas Hari Ini Cetak Rekor Tertinggi Sepanjang Sejarah!
",Positif
"
Tarif Tol Jakarta-Semarang PP Diskon 20%, Ini Ketentuannya
",Positif
"
Awas Penipuan! Beredar Undangan Rekrutmen Pegawai KAI Bodong
",Negatif
"
Bank Daerah Catat Layanan Digital Makin Digandrungi Nasabah, Ini Contohnya
",Positif
"
Warga Berburu Buah dan Menu Berbuka di Mal
",Netral
"
Tarif Promo LRT Jabodebek Diperpanjang, Waktu Tunggu Paling Cepat 6 Menit
",Positif
"
Perbandingan Harga BBM Pertamina, Shell, BP, dan VIVO, Mana Lebih Murah?
",Netral
"
Tarif Promo LRT Jabodebek Diperpanjang hingga Akhir Mei! Cek Rinciannya
",Positif
"
Jelang Lebaran, Produksi Cakalang Asap Meroket di Gorontalo
",Positif
"
Turunkan Harga BBM, SPBU VIVO Jual 'Pertalite' Rp 12.800/Liter
",Positif
"
Resmi Mejeng di Bursa, Saham Perusahaan Data Center Ini Naik 25%
",Positif
"
Kepala Bapanas Mau Bahas Harga Gabah, Bakal Naik atau Turun?
",Netral
"
Tekan Emisi, PLTU Adipala di Cilacap Bakal Jadi Hutan Tanaman Energi
",Positif
"
IHSG Dibuka Melempem Usai Akhir Pekan, Begini Pergerakannya
",Negatif
"
Didenda Rp 173 T, Raja Kripto Sam Bankman Diramal Tak Mampu Bayar Seumur Hidupnya
",Negatif
"
71 Ribu Kendaraan Per Hari Diprediksi Melewati GT Kalikangkung saat Mudik
",Netral
"
Shell & BP Turunkan Harga BBM, Ini Daftar Terbarunya
",Positif
"
Yayasan Penyalur Suster Anak Aghnia Punjabi Ternyata Tak Berizin
",Negatif
"
Lapor SPT Orang Pribadi Sudah Ditutup, yang Belum Siap-siap Kena Denda Ini!
",Negatif
"
Catat! Mulai Hari Ini Tak Ada Lagi Program Keringanan Kredit Imbas COVID-19
",Negatif
"
Jelang Mudik Lebaran, Permintaan Oleh-oleh Khas Brebes Melonjak
",Positif
"
Pemudik Lewat Laut Diprediksi Membeludak, Pelabuhan Siap?
",Netral
"
BTN Prioritas Semarakan Indonesia Fashion Week 2024
",Netral
"
Harga BBM yang Berlaku Per 1 April 2024, Pertalite hingga Pertamax
",Netral
"
Siapa Pemilik Biskuit Khong Guan yang Selalu Ada saat Lebaran?
",Netral
"
Dulu Buruh, Pria Ini Banting Tulang Bisnis Keripik hingga Beromzet Puluhan Juta
",Positif
"
Borong Penghargaan Bergengsi di Digital Brand Recognition
",Positif
"
Lengkap! 14 Ruas Tol Dapat Diskon Lebaran hingga Masa Berlakunya
",Positif
"
Cinema XXI Ganti Dirut hingga Tebar Dividen Rp 666 Miliar
",Positif
"
Terkuak Nasib 15 BUMN Sakit yang Kini Lagi Dirawat
",Netral
"
Berbagi Keberkahan di Bulan Ramadan
",Positif
"
Bos PT Timah Ungkap Produksi Turun 3 Tahun Berturut-turut
",Negatif
"
Kemenhub Buka Suara soal Brunei Mau Bikin Kereta Cepat Tembus IKN
",Netral
"
Jawaban Sri Mulyani soal Dipanggil MK Jadi Saksi Sidang Pilpres
",Netral
"
Bandara Dhoho Garapan Gudang Garam Mulai Operasi 5 April, Ini Rutenya
",Positif
"
Sedekah dan Zakat Kian Mudah Lewat M-Banking
",Positif
"
Penampakan Bandara Terbaru dan Terbesar di Kamboja
",Netral
"
3,5 Juta Kendaraan Diprediksi Lewat Tol Tangerang-Merak Selama Mudik
",Positif
"
Bos PT Timah Buka Suara soal Kerugian Lingkungan Rp 271 Triliun
",Negatif
"
Bank bjb Siap Tebar Dividen Rp 1 Triliun Lebih
",Positif
"
Bangun IKN-Cegah Tembang Liar, Ini Sederet Manfaat Kebijakan Satu Peta Jokowi
",Positif
"
DPR Mau Bikin Panja Kasus Korupsi PT Timah, Dirut: Kami Akan Kooperatif
",Netral
"
Tarif Tol Krian-Leguni-Bunder Diskon 35% Khusus buat Truk
",Positif
"
Bisa Nggak Sih Bayar Tol Pakai QRIS?
",Netral
"
Rp 35 Triliun Duit THR Sudah Mengalir ke PNS hingga Pensiunan
",Positif
"
Warga Serbu Pasar Cipulir, Belanja Baju Lebaran
",Positif
"
DPR Mau Bikin Panja Kasus Korupsi Timah
",Negatif
"
BPS Catat Tarif Angkutan Udara selama Maret Tak Ada Lonjakan
",Netral
"
Suasana Arus Mudik di Pelabuhan Belawan H-8 Lebaran
",Netral
"
DPR Usul Diskon Tarif Tol Naik Jadi 50%, Basuki Jawab Begini
",Netral
"
OJK Beberkan Ragam Modus Penipuan Jelang Lebaran, Awas Jadi Korban!
",Negatif
"
Harita Nickel Cetak Untung Rp 5,62 T di 2023, Naik 20%
",Positif
"
Dirut Timah Buka-bukaan Perusahaan Rugi Rp 450 Miliar!
",Negatif
"
Dolar AS Nyaris Tembus Rp 16.000, Ini Pemicunya
",Negatif
"
Bocoran Menteri PUPR: Prabowo Bakal Dilantik di IKN
",Positif
"
Top! IHSG Ditutup Balik Menguat ke 7.236
",Positif
"
2.583 Ekor Sapi Bakalan dan Siap Potong Tiba di Tanjung Priok
",Netral
"
Bos Timah Dicecar Anggota DPR: Anda Tidak Siap, Terlihat Sangat Stres!
",Negatif
"
Basuki Bakal Jadi Menteri Lagi? Ini Jawabannya
",Netral
"
Ditegur Anggota DPR Usai Sebut Menteri ESDM Kader PDIP, Begini Respons Bahlil
",Negatif
"
Masih Ingat Kebijakan Satu Peta Jokowi? Begini Kabarnya Sekarang
",Netral
"
Pameran Perlengkapan Rumah Tangga Hasil Industri Dalam Negeri
",Netral
"
2 Ruas Tol Trans Sumatera Diskon 20% saat Mudik, Ini Jadwal & Ketentuannya
",Positif
"
OJK Wanti-wanti Banyak Kredit Kendaraan Mandek Setelah Lebaran
",Negatif
"
2.583 Ekor Sapi Impor dari Australia Masuk RI
",Netral
"
Menaker Ingatkan Besok Batas Akhir Pembayaran THR Karyawan
",Netral
"
10 Jenis Kartu BNI Debit: Syarat, Limit, dan Tarifnya
",Netral
"
OJK Catat Kredit Perbankan Tumbuh 11,28%, Simpanan Masyarakat Melambat
",Positif
"
Biar Stasiun Kereta Cepat Karawang Beroperasi, Akses Jalan Perlu Dikebut
",Netral
"
Kantor OJK di IKN Baru Dibangun Mei 2025, Target Selesai Agustus 2026
",Netral
"
Truk Obesitas Bikin Rugi Rp 43 T, DPR Singgung Jalan di Lampung 'Keriting'
",Negatif
"
BTN Luncurkan Layanan Prospera, Sasar Nasabah Kelas Menengah
",Positif
"
Harga Gabah Anjlok, Petani Teriak Rugi Gegara Biaya Produksi Mahal
",Negatif
"
Diskon Tarif Tol 20% JKT-Semarang, Pastikan Saldo Uang Elektronik Cukup!
",Netral
"
Tarif Tol Cipali hingga Tol Merak Diskon 20%, Catat Tanggalnya!
",Positif
"
OJK Sanksi 45 Pelanggar Pasar Modal, Denda Miliaran hingga Cabut Izin Usaha
",Negatif
"
Harta Kekayaan Trump Anjlok Rp 15,9 T Imbas Bisnis Sosial Media Rugi
",Negatif
"
Bisakah RI Ikuti Malaysia Gratiskan Tarif Tol buat Mudik Lebaran?
",Netral
"
Anggota DPR Minta Diskon Tarif Tol Jadi 50%, Singgung Tol Malaysia Gratis
",Negatif
"
Cuma 1 Hari! Dapatkan Saldo Ngiklan Gratis di adsmart Biar Makin Cuan
",Positif
"
OJK Catat Investor Asing Borong Saham Rp 28 T Sejak Awal Tahun
",Positif
"
Antisipasi Gangguan KA, Daop 1 Siapkan Posko Lokomotif Selama Mudik
",Netral
"
Menhub Imbau Mudik Lebih Awal: Masih Banyak Tiket Sampai H-5 Lebaran
",Netral
"
Mudik Bakal Diarahkan Google Lewat Tol Gratis-Cari SPBU Terdekat
",Netral
"
Basuki Sebut 134 Rest Area Siaga Sepanjang Mudik Lebaran 2024
",Netral
"
Kemendikbudristek Buka 40.541 Lowongan CPNS dan PPPK, Ini Rinciannya
",Netral
"
Catat! Bakal Ada Diskon Tarif di 14 Ruas Tol Ini Selama Libur Lebaran
",Positif
"
Pengusaha Jamin Tak Ada Pekerjaan di Tol Sejak H-10 Lebaran!
",Negatif
"
Menko PMK Sebut Tarif Tol Luar Jawa Juga Diskon, Berlaku 17 Hari
",Positif
"
50% Korban Kecelakaan Tulang Punggung Keluarga, Ini Tips Mudik Biar Aman
",Netral
"
Produksi Beduk Meningkat Jelang Idul Fitri
",Positif
"
Banyak Tambang Timah Setop Produksi, Ekonomi Babel Terancam Merosot
",Negatif
"
Diskon Tarif Tol 20% Berlaku Besok, Ini Jadwal Lengkapnya
",Positif
"
Raker Bareng Menteri PUPR-Menhub, DPR Wanti-wanti Angka Kecelakaan Mudik Tinggi
",Negatif
"
Bazar Sembako Murah hingga Mudik Gratis Berbagi Berkah Ramadan
",Positif
"
32 Ribu Orang Sudah Mudik Naik Kereta dari Daop 1 Jakarta
",Netral
"
Merdeka Copper Temukan Sumber Daya Terindikasi, Tembus 755 Juta Ton
",Positif
"
Alokasi Pupuk Subsidi Naik Jadi 9,5 Juta Ton, Anggarannya Rp 53 T
",Positif
"
Bos Pupuk Indonesia Ungkap Pemerintah Masih Punya Utang Rp 10,4 T
",Negatif
"
Konsumsi BBM Diprediksi Naik 56% Saat Lebaran, Pertamax Paling Tinggi
",Positif
"
Catat! Bakal Ada Buka Tutup Rest Area Tol, Cek di Sini Infonya
",Netral
"
KAI Daop 6 Yogyakarta Siapkan 24 Kereta Tambahan untuk Lebaran
",Netral
"
Sri Mulyani cs Dipanggil MK Jadi Saksi di Sidang Pilpres Tak Perlu Izin Jokowi!
",Netral
"
Cara Cek Lokasi Penukaran Uang Baru
",Netral
"
Musim Mudik, Menhub Klaim Tak Ada Maskapai yang Jual Harga Tiket Kemahalan!
",Positif
"
Begini Upaya Subholding InJourney Jamin Kelancaran Mudik Lebaran di Bandara
",Positif
"
Jadwal Operasional BCA Selama Libur Lebaran 2024
",Netral
"
Petani Minta Harga Gabah Naik Jadi Rp 7.000/Kg
",Negatif
"
Bengkel Pesawat Garuda Cetak Laba Rp 321 M
",Positif
"
Daftar 19 Barang Bawaan dari Luar Negeri yang Dibatasi: Beras hingga Pembalut
",Netral
"
Stasiun Pasar Senen Bergeliat, 19.979 Penumpang Berangkat Mudik
",Positif
"
Perkuat Ketahanan Energi, Pertamina Genjot Kapasitas Produksi Kilang
",Positif
"
Keberangkatan KA Meningkat Saat Mudik, Awas Kena Macet di Perlintasan
",Netral
"
Bea Cukai Musnahkan 19 Ton Mangga Impor Ilegal, Bikin Rugi Negara
",Negatif
"
Bank Mega Bagikan Paket Sembako Kebutuhan Lebaran
",Positif
"
Perusahaan Brunei Bakal Bangun Kereta Kecepatan Tinggi, Tembus ke IKN
",Positif
"
Gubernur BI Lantik 6 Pimpinan Baru, Ini Daftarnya
",Netral
"
12,63 Juta Orang Lapor SPT Tepat Waktu, Sri Mulyani: Terima Kasih!
",Positif
"
Kenaikan Sejumlah Harga Bahan Pokok Jelang Lebaran
",Negatif
"
Pengiriman Pesawat Boeing Molor, Pilot United Airlines Diminta Cuti Tanpa Digaji
",Negatif
"
Rupiah Keok! Dolar AS Makin Dekati Rp 16.000
",Negatif
"
Mengintip Potensi Investasi di Sukuk Crowdfunding
",Positif
"
Cara Bayar Zakat Lewat Mobile Banking buat Warga DKI Jakarta
",Netral
"
IHSG Hari Ini Dibuka di 2 Arah, tapi Tak Lama Loyo Lagi
",Netral
"
Jasa Permak Laris Jelang Lebaran
",Positif
"
Citi Bakal PHK Ratusan Pegawai di Seluruh Unit New York
",Negatif
"
Rincian 7 Ruas Tol Dibuka Fungsional buat Mudik
",Positif
"
Bahlil Blak-blakan soal Tudingan Upeti Tambang dan Cabut Ribuan IUP
",Negatif
"
Jokowi Targetkan 16 Ruas Tol Trans Sumatera Beroperasi Akhir 2024
",Positif
"
Malaysia Gratiskan Tarif Tol Saat Lebaran, Indonesia Gimana?
",Netral
"
Sinyal Harga Beras Turun Kian Kencang
",Negatif
"
Harga BBM Pertamina Tetap Saat Shell-BP Kompak Turun, Mana yang Paling Murah?
",Netral
"
Mau Mudik Perlu Perlindungan Asuransi Nggak Sih?
",Netral
"
Telur Ayam hingga Beras Sumbang Inflasi Maret
",Negatif
"
Warga Ramai-ramai Berburu Baju Lebaran di Pusat Grosir Cililitan
",Netral
"
Penting buat Pemudik! Akumulasi Tarif Tol Merak, Jakarta, hingga Probolinggo
",Netral
"
Pemudik Diimbau Transaksi di SPBU Pakai Nontunai, Ini Alasannya
",Netral
"
Debitur Terdampak COVID-19 di Bank Mandiri Masuk Tahap Normalisasi
",Positif
"
Kemenparekraf: Perputaran Ekonomi Lebaran Capai Rp 276,11 Triliun
",Positif
"
Tebar Sembako ke Panti Asuhan, Berbagi kebaikan di Bulan Ramadan
",Positif
"
Ini Dugaan Penyebab Tol Bocimi Longsor
",Negatif
"
Kondisi Terkini Usai Longsor Tol Bocimi, Waskita Toll Road Turun Tangan
",Netral
"
PT Timah Buka Suara Respons Kasus Korupsi yang Lagi Jadi Sorotan
",Negatif
"
HPP Gabah & Beras Naik hingga 30 Juni, Ini Rinciannya
",Netral
"
BPKH Berikan Dana untuk Revitalisasi 20 Masjid dan Musala di Terminal
",Positif
"
Kempit 34% Saham Vale, MIND ID Dapat Jatah 2 Direksi
",Positif
"
Nadiem Buka Suara soal Perdagangan Orang Berkedok Magang ke Jerman
",Netral
"
Menteri ESDM Diprotes Gara-gara RI Cuma Kempit Saham Vale 34%
",Negatif
"
Berburu Amplop Lebaran untuk Berbagi Rezeki
",Positif
"
Terungkap Rencana Vale Investasi Ratusan Triliun di Indonesia
",Positif
"
Ketua MPR Minta Pemerintah Atasi Tingginya Harga Avtur
",Negatif
"
Ternyata Ini Penyebab Tol di RI Nggak Bisa Gratis Saat Mudik Seperti Malaysia
",Negatif
"
Penampakan Simulasi Mudik di Tol Solo-Yogyakarta yang Dibuka Fungsional
",Netral
"
AHY: Mafia Tanah Sasaran Utama Kita Berantas!
",Positif
"
ASDP Siap Hadapi Musim Mudik Lebaran 2024
",Netral
"
Wow! Kabel Sepanjang Jakarta-Seoul Terpasang di Kilang Pertamina Balikpapan
",Positif
"
Ubah Sampah Menjadi Peluang Bisnis Melalui Maggot
",Positif
"
Bos PLN Pastikan 100% Listrik IKN Pakai Energi Bersih Mulai Agustus 2024
",Positif
"
Menteri ESDM Ngaku Sudah Setor Draf Perpanjangan Kontrak Vale ke BKPM
",Netral
"
Lebaran Semakin Dekat, Penjualan Kue Kering Semakin Laris
",Positif
"
Kapitalisasi Pasar Kripto Diprediksi Tembus US$ 3 T, Ini Pemicunya
",Positif
"
Divestasi Saham Vale Dikejar Rampung Juli, Ini Tahapannya
",Netral
"
PLN Sediakan 1.299 SPKLU Selama Mudik Lebaran, Ini Lokasinya
",Positif
"
Struktur Modal Waskita Beton Precast Menguat Sebesar 68% di 2023
",Positif
"
DPR dan ESDM Sepakat Program Gas Murah Perlu Dilanjut
",Positif
"
Peruri Rombak Direksi & Komisaris Anak Usaha
",Netral
"
Info Penting Buat yang Mau Mudik Lewat Tol? Isi BRIZZI Dulu Lewat BRImo!
",Netral
"
AHY Beberkan Rencana Bereskan Kisruh Hotel Sultan Vs Pemerintah
",Netral
"
Persiapan 2 Bulan, Bos PLN Pastikan Pasokan Listrik untuk Lebaran Aman
",Positif
"
Brunei & Laos Gabung Konektivitas Pembayaran, Transaksi Luar Negeri Makin Gampang
",Positif
"
Tak Hanya Bikin BBM, Kilang Pertamina Balikpapan Bisa Produksi Bahan Baku Baju
",Positif
"
Brunei Mau Bangun Kereta Cepat Sampai IKN, Butuh Duit Berapa?
",Netral
"
AHY Buka-bukaan 2.086 Ha Lahan di IKN Belum Bisa Dibebaskan
",Negatif
"
Jelang Lebaran, PGN Jamin Pasokan Gas Bumi ke Rumah Tangga-Industri Aman
",Positif
"
Dirut Pupuk Sebut Anggaran Subsidi Bisa Bengkak Kalau Gas Murah Dicabut
",Negatif
"
Foto Prabowo-Gibran sebagai Presiden dan Wapres Mulai Dijual
",Netral
"
Usai Gabung TikTok-Tokopedia Ogah Jorjoran Kasih Promo, Ini Alasannya
",Netral
"
Tol Solo-Jogja Dibuka Fungsional Saat Mudik 2024, Waktu Tempuh 25 Menit
",Netral
"
Pertamina Lepas 4000 Pemudik ke 17 Kota
",Netral
"
RDMP Balikpapan Bakal Jadi Kilang Terbesar Ketiga di Asia Tenggara
",Positif
"
Potret Keberangkatan Mudik Gratis ke 8 Kota
",Positif
"
BJBR Tebar Dividen Rp 1 Triliun!
",Positif
"
Menhub Bakal Sanksi Maskapai yang Naikkan Harga Tiket Saat Mudik
",Negatif
"
Shopee Gaet BPJPH Bantu Mudahkan UMKM RI Dapat Sertifikasi Halal
",Positif
"
Getol Ekspansi ke Pasar Global, PIS Tambah 3 Tanker Baru
",Positif
"
Gurihnya Bisnis Basreng, Rena Kebanjiran Order & Setop Pesanan H-5 Lebaran
",Positif
"
Kreatifitas Anak Bangsa Ikut Mejeng di Ajang IFW 2024
",Netral
"
Jokowi Cek Pasar di Jambi, Keliling Cari Pedagang Beras tapi Nggak Ada
",Negatif
"
Heboh Temuan SPBU Nakal Jelang Lebaran, Ini Langkah Pertamina
",Negatif
"
193 Juta Orang Bakal Wira-wiri Selama Momen Lebaran, Diimbau Mudik Lebih Awal
",Netral
"
Momen Pelepasan Mudik Ratusan Tenaga Pengecatan dan Kontraktor
",Netral
"
ESDM Buka-bukaan Penyaluran Gas Murah ke Industri Pupuk Turun, Ada Apa?
",Netral
"
Taiwan Dilanda Gempa, Pabrik Chip Ini Langsung Dievakuasi
",Negatif
"
AHY Resmikan Gedung Kantor Pertanahan Kota Administrasi Jakarta Selatan
",Netral
"
Diterjang Tsunami Gegara Gempa Taiwan, Jepang Tutup Bandara di Okinawa
",Negatif
"
5 SPKLU Keliling Disiapkan buat Layani Pemudik
",Positif
"
Ternyata Rolls-Royce Sandra Dewi yang Nunggak Pajak Beda dengan Disita Kejagung
",Netral
"
Jumlah Lowongan Kerja di AS Naik, Padahal Angka PHK Melonjak
",Netral
"
Perempuan Ini Jatuh Bangun di Bisnis Toko Kelontong, Kini Raup Rp 15 Juta/Bulan
",Positif
"
Proses Migrasi Rampung, Belanja di TikTok Shop Auto Masuk Tokopedia
",Positif
"
Jokowi Pastikan Lunasi Utang Rp 10,4 Triliun ke Pupuk Indonesia
",Positif
"
Proyek Kilang Raksasa Pertamina Pakai Alat Setara 4,5 Kali Patung Liberty!
",Positif
"
Beban Puncak Diproyeksi Naik, Begini Kondisi Kelistrikan RI saat Lebaran
",Netral
"
Mudik Jakarta-Semarang via Tol Diskon 20% Jadi Rp 320.000, Ini Ketentuannya
",Netral
"
e-Toll Kedaluwarsa Jika Kelamaan di Rest Area? Begini Penjelasan Jasa Marga
",Netral
"
Tol Solo-Yogyakarta Dibuka Gratis Saat Mudik, Begini Potretnya
",Netral
"
Intip Megahnya Kilang Raksasa Pertamina, Ada Unit Seberat 12 Boeing!
",Positif
"
Jeff Bezos Beli Rumah Baru, Harganya Rp 1,4 Triliun
",Netral
"
Gempa Besar Guncang Taiwan, Jalan Raya Rusak-Penerbangan Ditunda
",Negatif
"
Aliran Listrik 87.000 Rumah di Taiwan Putus Gara-gara Gempa!
",Negatif
"
Operasional Kereta Cepat di Taiwan Dihentikan Usai Gempa
",Negatif
"
Elnusa Petrofin Dukung Satgas RAFI untuk Ketahanan Energi Selama Lebaran
",Positif
"
Terkuak! Hanya 4 dari 32 Bandara Internasional yang Full Layani Rute Luar Negeri
",Negatif
"
Harga Minyak Mentah RI Naik ke US$ 83,79/Barel, Ini Penyebabnya
",Positif
"
Menhub Resmikan Posko Angkutan Lebaran Terpadu 2024
",Netral
"
Bandara Mau Digabung Jadi Satu Operator, Ini Bocorannya
",Netral
"
Arus Mudik Kendaraan di Pelabuhan Merak Mulai Ramai
",Netral
"
Rugi Bandar! Bisnis Chip Intel Boncos Rp 111 T
",Negatif
"
Stok BBM & LPG Dijamin Aman Saat Lebaran, Segini Jumlahnya
",Positif
"
Kemenhub Beri Fasilitas Kepulangan Pelaut RI yang Wafat Saat Bertugas
",Negatif
"
Waskita Rampungkan Proyek Jalan Kwatisore-Muri di Papua Tengah
",Positif
"
Rupiah Lesu, Dolar AS Masih Kokoh di Rp 15.900-an
",Negatif
"
Jokowi Pastikan Sri Mulyani cs Hadir Jadi Saksi Sengketa Pemilu di MK!
",Netral
"
Bobby Rasyidin Wujudkan RI Mandiri Industri Pertahanan Lewat DEFEND ID
",Positif
"
Harga Emas Cetak Rekor Lagi! Sudah Tembus Segini
",Positif
