judul,label
"
Sri Mulyani Pamer Pengangguran dan Kemiskinan RI Turun di 2023, Begini Datanya
",Positif
"
Baidu Batalkan Kesepakatan Akuisisi Bisnis Live Streaming JOYY Inc Rp 55,6 T
",Negatif
"
Pekerjaan yang Cocok buat Para Introvert, Ada Akuntan-Penulis!
",Positif
"
Tok! Jokowi Suntik Modal RNI-Airnav
",Positif
"
Simak! Tips Sukses buat Introvert Bertahan di Dunia Kerja
",Positif
"
Sosial Media Marketing, Rahasia Bisnis Cuan di 2024!
",Positif
"
Proyek TPST Canggih di Cilacap Nilainya Rp 84 M, Ada Sumbangan Denmark Rp 44 M
",Positif
"
Catat! Tol Semarang-Jakarta Besok Diskon 10%
",Positif
"
El Nino Diprediksi Berlanjut hingga April 2024
",Negatif
"
Cuma 4 Negara yang Ekonominya Tumbuh di Atas 5% di 2024, RI Salah Satunya
",Negatif
"
Ekspor Pasir Laut Bikin Heboh, KKP Buka Suara
",Negatif
"
Tembus Target, Penerimaan Pajak Terkumpul Rp 1.869 T Sepanjang 2023
",Netral
"
Jokowi Resmikan 3 Jembatan di Jateng Senilai Rp 251 M
",Positif
"
Tutup Buku, APBN 2023 Tekor Rp 347,6 Triliun
",Negatif
"
Sri Mulyani Bawa Kabar Baik buat Ekonomi di 2024: Gelombang Inflasi Mereda
",Positif
"
Dulu Tempat Angkut Opium, Stasiun Salemba Kok Bisa Jadi Permukiman Warga?
",Netral
"
Xi Jinping Buka-bukaan Ekonomi China dalam Kesulitan
",Negatif
"
Gagal Penuhi Free Float 7,5%, Siap-siap Saham Emiten Bakal Ditendang
",Negatif
"
Tancap Gas Dukung Percepatan Musim Tanam-Pastikan Distribusi Pupuk Lancar
",Positif
"
Tahun Ini 'Kos-kosan' Bebas Pajak, Penerimaan Pajak Daerah Bakal Drop?
",Positif
"
BPJS Kesehatan Buka Lowongan Kerja Jadi Admin, Ditempatkan Sesuai Domisili
",Positif
"
Gaji PNS Naik Tahun Ini, Bakal Kerek Inflasi?
",Negatif
"
Getaran Gempa Bikin Jembatan Retak dan Jalan Ambles di Jepang
",Negatif
"
Penyelundupan Satwa Liar ke RI Masih Marak dari Kakatua hingga Ular Chondro
",Negatif
"
BPS Sebut Kenaikan Cukai Rokok 10% Bakal Sumbang Inflasi
",Negatif
"
Serang Palestina Diperkirakan Telan Rp 897 T, Duit Israel Sudah Mau Habis?
",Negatif
"
Tahun Ini OJK Siap-siap Atur Perdagangan Kripto & Keuangan Derivatif
",Positif
"
Jokowi Minta Presiden Baru Lanjutkan Target 126 Juta Sertifikat Tanah
",Positif
"
Rumah 'Kos-kosan' Bebas Pajak Daerah Mulai 5 Januari 2024!
",Positif
"
Inflasi Indonesia 2023 Lebih Rendah, Begini Penjelasan BPS
",Netral
"
Sertifikat Tanah Bisa 'Disekolahkan', Jokowi: Jangan Buat Beli Mobil!
",Negatif
"
Jokowi Bakal Umumkan Pembukaan Lowongan CPNS Minggu Ini
",Positif
"
Kominfo Basmi 800 Ribu Konten Judi Online Sepanjang 2023
",Netral
"
AirAsia Tebar Tiket Pesawat Murah Mulai Rp 500 Ribuan, Ini Rutenya
",Positif
"
22 Negara Stop Kirim Beras, Jokowi Bicara Stok di Bulog
",Negatif
"
Bos OJK Ungkap Pasar Modal RI Tertinggi Kedua di ASEAN
",Positif
"
BPS: Inflasi 2023 Terendah dalam 20 Tahun
",Positif
"
Harga Beras Mahal, Jadi Penyumbang Inflasi Indonesia 2023
",Negatif
"
PUPR Klaim Tak Ada Retakan di Terowongan Cisumdawu: Itu Debu yang Menempel
",Netral
"
PLN Dapat Pembiayaan Rp 12 T untuk Program Transisi Energi Hijau
",Positif
"
Sri Mulyani Pastikan Gaji PNS Naik Berlaku 1 Januari
",Positif
"
Lebih Besar dari Nikel, Potensi Hilirisasi Rumput Laut RI Tembus Rp 182 T
",Positif
"
Harga Bitcoin Tembus Rp 696 Juta di Awal 2024!
",Positif
"
Ini Stasiun Salemba, Tempat Pengangkut Opium yang Jadi Permukiman Warga
",Netral
"
BPS Catat Inflasi Indonesia 2023 Sebesar 2,61%
",Negatif
"
Wapres Ingin Bursa Saham Tak Lagi Eksklusif ke Perusahaan Besar
",Negatif
"
Ekonomi Melemah, Bank Sentral Israel Pangkas Suku Bunga
",Negatif
"
Gaji-Pensiunan PNS dan TNI/Polri Dipastikan Naik, Aturannya Sedang Disiapkan
",Positif
"
Gampang dan Cepat, M-Smile Bikin Transaksi Lintas Negara Jadi Seru!
",Positif
"
Wapres Pede Ekonomi RI Ngebut Tahun 2024, Ini Tanda-tandanya
",Positif
"
Segini Tarif Listrik yang Berlaku Mulai Januari 2024
",Positif
"
Arab Saudi Temukan 'Harta Karun' Emas di Makkah
",Positif
"
Bandara Frans Seda Ditutup Imbas Erupsi, Wings Air Tunda 5 Penerbangan
",Negatif
"
Wapres Sebut Ekonomi RI Mampu Bertahan Saat Negara Maju Merosot
",Negatif
"
Maskapai Korsel Tunda Penerbangan Usai Gempa Jepang
",Negatif
"
Jokowi Sebut Macet Merambah ke Kota Kecil, Minta Transportasi Massal Didorong
",Negatif
"
Awal Tahun, Dolar AS Menguat ke Rp 15.461
",Positif
"
Resmikan 4 Terminal Sekaligus, Jokowi Minta Kesan Preman Harus Hilang
",Negatif
"
Dibuka Wapres Ma'ruf Amin, IHSG Awal Tahun Melemah
",Negatif
"
4 Shinkansen Tiba di Stasiun Usai Tertahan 11 Jam Imbas Gempa Jepang
",Netral
"
Cek! Eks Orang Dalam Google-Disney Ungkap Rahasia Agar Lamaran Kerja Tembus
",Positif
"
Simak! 6 Manfaat Punya Lebih dari Satu Rekening Tabungan
",Positif
"
Mau Dompet Makin Tebal di Tahun Politik? 2 Investasi Ini Bisa Dicoba Biar Cuan
",Positif
"
SKK Migas Bicara Temuan Minyak di Bekasi hingga Upaya Genjot Produksi
",Positif
"
Terowongan Tol Cisumdawu Retak Akibat Gempa, PUPR hingga Operator Buka Suara
",Negatif
"
Cukai Resmi Naik 10%, Harga Rokok Jadi Makin Mahal!
",Negatif
"
Dikebut, Ini Penampakan 2 Proyek Tol di Riau & Sumatera Barat
",Netral
"
37 Jembatan Tua Diganti, Telan Rp 5,3 Triliun
",Netral
"
McDonald's Malaysia Dikecam Gara-gara Gugat Aksi Boikot Produk Pro Israel
",Negatif
"
Mengintip Cuan dari Budi Daya Iguana, Bisa Laku Rp 6,5 Juta/Ekor
",Netral
"
Progres Jembatan Jongbiru yang Jadi Akses Bandara Kediri
",Positif
"
Hari Pertama Perdagangan 2024, Transaksi di Bursa Komoditas RI Jumbo!
",Positif
"
Starlink Elon Mau Masuk RI, Menkominfo Pilih Pakai Satria-1
",Netral
"
Uang Pensiunan PNS Naik 12% Belum Cair Penuh, Ini Respons MenPAN-RB
",Positif
"
Jalan Terbelah-Tiang Listrik Ambruk Diguncang Gempa di Jepang
",Negatif
"
Ganjar Usung Program Internet Gratis, Menkominfo: Masuk Akal
",Netral
"
Jangan Lupa! Daftar Dulu Kalau Mau Beli LPG 3 Kg
",Netral
"
Arus Balik Nataru, Jasa Marga Catat 515 Ribu Kendaraan Balik ke Jabodetabek
",Positif
"
Melayat ke Rizal Ramli, Prabowo Ungkap Tetap Bersahabat tapi Beda Jalan
",Netral
"
Dapat Tugas dari Jokowi Genjot e-Government, MenPAN-RB-Menkominfo Rapat Bareng
",Positif
"
Intip Harga Terbaru Rokok Elektrik Usai Pergantian Tahun
",Positif
"
Tips Pilih Investasi Aman di Tahun Pemilu biar Cuan Maksimal
",Positif
"
Oh Ternyata... Ini Toh Alasan Beli LPG 3 Kg Mesti Bawa KTP
",Negatif
"
Erick Thohir Panggil Bos Waskita & WIKA, Bahas Apa?
",Positif
"
Subsidi Motor Listrik Kurang Laku, Menperin Sebut Jadi Beban Anggaran
",Negatif
"
Mata Berkaca-kaca, Sri Mulyani Kenang Rizal Ramli soal Sepatu Hijau Stabilo
",Netral
"
Harga LPG 3 Kg Bakal Naik? Ini Jawaban Pemerintah
",Netral
"
Sukanto Tanoto Beli Hotel Mewah di Shanghai!
",Positif
"
TikTok Dikasih Waktu 4 Bulan Pisahkan Transaksi di Medsos, Ini Kata Pengamat
",Netral
"
Cak Imin Sentil Utang Alat Perang Banyak, Anggaran Alutsista RI Tembus Rp 385 T
",Negatif
"
Deretan Tokoh Melayat Rizal Ramli, Ada yang Pernah 'Dikepret'
",Netral
"
Ibu-ibu dan Bapak-bapak Masih Bisa Beli LPG 3 Kg di Warung, Asal...
",Positif
"
Ragam Produk Turunan Larva Maggot Pencetak Cuan Puluhan Juta
",Positif
"
Jokowi Resmikan 6 Jembatan Baru di Pantura, Habiskan Rp 292 M
",Netral
"
Cek Strategi Investasi Tahun 2024 Biar Dompet Makin Tebal
",Positif
"
Pasar Lesu, Seharian IHSG di Zona Merah
",Negatif
"
Jokowi Minta e-KTP Diganti IKD, MenPANRB dan Mendagri Rapat Bareng
",Netral
"
Sri Mulyani Senang Ekonomi RI 2023 Baik-baik Saja: Husnul Khotimah
",Positif
"
Lengkapnya Layanan Forex QLola by BRI, Buat Transaksi Bisnis Makin Mudah
",Positif
"
Beli LPG 3 Kg Wajib Pakai KTP, Baru 31 Juta NIK yang Terdaftar
",Negatif
"
Segini Kisaran Gaji BUMN Sesuai Posisinya, Berminat?
",Positif
"
4 Investasi yang Bisa Kasih Cuan di 2024
",Positif
"
Pamer Bangun Jalan Desa 350 Ribu Km, Jokowi: Jalan Tol Nggak Ada Apa-apanya!
",Negatif
"
Gelontorkan Dana Desa Rp 539 T, Jokowi: Bisa Bikin 250 Bandara-400 Bendungan
",Positif
"
Rizal Ramli Meninggal Dunia, Moeldoko: Saya Kehilangan Teman Diskusi yang Kritis
",Negatif
"
Riau dan Sumbar Makin Dekat Terhubung Tol, Begini Progresnya
",Positif
"
Anies Kenang Rizal Ramli: Dipasok Data buat Demo Kasus Eddy Tansil
",Negatif
"
Heboh Kabar Kapal Dagang Israel Mau Berlabuh di RI, Kemenhub Buka Suara
",Negatif
"
Awas! Agen dan Pangkalan Langgar Aturan Penyaluran LPG 3 Kg Bakal Ditutup
",Negatif
"
70% Investor di Bibit Anak Muda, Ada 19 Juta Tujuan Investasi
",Positif
"
Kapal Global Masih Hindari Laut Merah, Awas Harga Barang Naik!
",Negatif
"
Pertamina Bakal Cek Agen Penyalur yang Bolehkan Beli LPG 3 Kg Tanpa KTP
",Positif
"
Luhut Kenang Rizal Ramli: Di Sana-sini Beda, tapi Saya Hormati
",Positif
"
Nah Lho! Disney Tak Terima Ada Tempat Cuci Mobil Namanya Star Wash
",Negatif
"
Arab Saudi Resmi Gabung ke Geng China-Rusia
",Netral
"
Teriakan Pilu Pedagang Atribut Partai di Tahun Pemilu
",Negatif
"
Rizal Ramli di Mata Jokowi: Ekonom Cerdas, Aktivis Kritis!
",Positif
"
15 Contoh Perusahaan Dagang di Indonesia
",Positif
"
Mahfud Md Buka Suara soal Transaksi Mencurigakan Dana Pemilu: Usut Tuntas!
",Netral
"
Mahfud Md Kenang Rizal Ramli: Sahabat Lama, Saling Dukung & Kritik
",System: Netral
"
Akui Ada Kebocoran Distribusi Pupuk Subsidi, Jokowi: Akan Diawasi
",Netral
"
Kado Awal Tahun, Pejabat Kementerian BUMN Dapat Mobil Dinas Listrik
",Positif
"
Bekuk Qatar, AS Jadi Negara Eksportir Gas Alam Terbesar 2023
",Negatif
"
Sinar Mas Lalui 2023 dengan Semangat Kolaborasi
",Positif
"
Pedagang Ramal Harga Beras Terus Melambung Tinggi hingga Panen Raya
",Negatif
"
Whoosh Angkut 220.227 Penumpang Selama Libur Nataru
",Netral
"
Pegadaian Optimis Hadapi Tantangan di 2024
",Positif
"
Tambah Jumlah Perjalanan, Waktu Tunggu LRT Jabodebek Jadi Cuma 7,5 Menit!
",Positif
"
Erick Ungkap 79 Proyek Strategis BUMN Rampung, Sisa 9 Lagi
",Negatif
"
Pedagang Atribut Partai Kena Ghosting, Omzet Turun di Tahun Pemilu
",Negatif
"
Mengenang Rizal Ramli 'Rajawali Ngepret' yang Kerap Soroti Kemiskinan
",Netral
"
Erick Thohir Buka-bukaan Soal Perombakan di Kementerian BUMN
",Positif
"
LPG 3 Kg Masih Bisa Dibeli Tanpa KTP, Pertamina Buka Suara
",Positif
"
Pedagang Wanti-wanti Harga Cabai Rawit Merah Bisa Naik di Atas Rp 100.000!
",System: Negatif
"
Pengakuan Pedagang yang Bisa Beli Gas LPG 3 Kg Tanpa KTP dan KK
",Positif
"
Akui Ada Kebocoran, Jokowi Pelototi Penyaluran Pupuk Subsidi!
",Negatif
"
Sederet Jabatan Rizal Ramli yang Dijuluki 'Rajawali Ngepret'
",Netral
"
Viral Isi BBM Pertamax Serobot Antrean Pertalite, Emang Boleh?
",Negatif
"
Pedagang Atribut Partai Malah Elus Dada di Tahun Politik, Kenapa Ya?
",Netral
"
Jack Ma Resmi Hengkang dari Perusahaannya Sendiri Ant Group
",Negatif
"
Daftar Harga Pangan di Awal 2024, Cabai Masih Rp 100.000/kg
",Netral
"
Sandiaga Ungkap Pesan Rizal Ramli buat Perekonomian RI
",Positif
"
Saham Apple Anjlok Parah Usai Barclays Turunkan Peringkat
",Negatif
"
Rizal Ramli Meninggal, Sri Mulyani: Selamat Beristirahat di Sisi Terbaik Allah SWT
",Negatif
"
JK-Zulhas Kenang Rizal Ramli: Berbeda Pandangan Tajam tapi Tetap Sahabat
",Positif
"
Beli LPG 3 Kg Masih Ada yang Tanpa Pakai KTP, Ini Buktinya
",Positif
"
Jokowi Pastikan Petani Bisa Beli Pupuk Subsidi Pakai KTP!
",Positif
"
Wejangan Jokowi buat Presiden Berikutnya Biar RI Bisa Jadi Negara Maju
",Netral
"
Nilai X Anjlok 71% Usai Dibeli Elon Musk
",Netral
"
Rasio Pajak RI 2023 Turun Jadi 10,21%, Begini Janji Para Cawapres Jika Terpilih
",Negatif
"
Jokowi Minta Petani Kebut Tanam Padi 4,5 Hektare, Mumpung Musim Hujan
",Positif
"
JK-Sofyan Djalil ke Rumah Duka Rizal Ramli, Kenang Sosok 'Rajawali Ngepret'
",Negatif
"
Jokowi Beberkan Resep RI Jadi Negara Maju, Kesempatannya Cuma Sekali!
",Positif
"
Penjualan Mobil Listrik Tesla Disalip BYD Buatan China
",Netral
"
Hari Ini Dolar AS Menguat ke Rp 15.449, Naik 0,22%
",Positif
"
Rizal Ramli Meninggal Dunia, Erick Thohir: Saya Banyak Belajar dari Beliau
",Netral
"
Pasokan Listrik ke Pembangkit Nuklir di Ishikawa Terganggu Imbas Gempa
",Negatif
"
IHSG Hari Ini Dibuka Lengser ke 7.297
",Negatif
"
Mulai Tahun Ini 'Kos-kosan' Bebas Pajak, Ini 4 Faktanya
",Positif
"
Mengenang Rizal Ramli yang Dijuluki 'Rajawali Ngepret', Ini Asal-usulnya
",Positif
"
Wejangan Penting dari Jokowi soal Sertifikat Tanah!
",Label: Positif
"
Jokowi Groundbreaking Kampus-Resmikan Jembatan di Jateng Hari Ini
",Positif
"
Segini Harga Rokok Elektrik Usai Kena Pajak
",Negatif
"
Sri Mulyani Pastikan Gaji ASN Naik Berlaku 1 Januari 2024
",Positif
"
Dulu Stasiun Pengangkut Opium, Kini Jadi Permukiman Warga
",Positif
"
Sri Mulyani Sudah Kucurkan Rp 32 T buat Bangun IKN, Ini Rinciannya
",Netral
"
Ingat! Tol Semarang-Jakarta Diskon 10% Hari Ini
",Positif
"
Mengulik Penyebab Inflasi Indonesia 2,61% Terendah dalam 20 Tahun
",Positif
"
Investasi di IKN Tembus Rp 41 Triliun, Otorita Klaim Tanda Investor Percaya
",Positif
"
Perkebunan Jeruk di Malang Terdampak El Nino, Rontok Sebelum Panen
",Negatif
"
Keren! Bengkel Ini Sulap Limbah Onderdil Jadi Robot Karakter buat Diekspor
",Positif
"
OJK Cabut Izin BPR Wijaya Kusuma! Nasabah Segera Cek Info LPS Ini
",Negatif
"
Direstui PUPR, Proyek Jalan Layang Sitinjau Lauik Rp 2,4 T Masuk Tender
",Positif
"
Garuda Lunasi Sebagian Utang Kreditur, Masih Sisa Segini
",Negatif
"
Duit Nasabah Rp 13 M Diduga Hilang, Bos Bank Victoria Syariah Bilang Begini
",Negatif
"
Mantap! 2 Direktur Bank Mandiri Borong Penghargaan Bergengsi di 2023
",Positif
"
Ibu Kota Pindah ke IKN, Erick Bakal Lebur Aset BUMN di Kawasan Monas
",Negatif
"
Gibran Jamin Infrastruktur Solo Jalan Terus, dari GOR Sampai Rumah Sakit
",Positif
"
Bank Jatim Buka Lowongan Komisaris dan Direksi, Minat Daftar?
",Negatif
"
Produsen Arak Bali Soroti Miras Impor Ilegal Kala Cukai Minuman Beralkohol Naik
",Negatif
"
MRT Tak Jual Multi Trip Ticket, tapi Bisa Top Up & Dipakai hingga Oktober
",Negatif
"
Kebutuhan Batu Bara Meningkat, Begini Proses Bongkar Muat di PLTU Tidore
",Positif
"
Erick Thohir Mau Sulap Monas Jadi Mirip Central Park dan Hyde Park
",Positif
"
Dapat Suntikan Dana Rp 85 M, Komunal Siap Genjot Inklusi Keuangan di RI
",Positif
"
RI Bidik Ekspor Non-Migas ke China Tembus Rp 108 T di 2024
",Positif
"
Raup Cuan Lewat Budi Daya Ular di Malang
",Netral
"
Brantas Abipraya Adakan Evaluasi Kinerja 2023 dan Capai Target di 2024
",Positif
"
Gerai Ayam Guling Hadir di Bekasi Penuhi Permintaan Konsumen
",Positif
"
Duit Nasabah Bank Victoria Syariah Rp 13 M Diduga Hilang, OJK Buka Suara
",Negatif
"
Prajogo Pangestu Jadi Orang Terkaya ke-24 Dunia, Hartanya Tembus Rp 859 T
",Positif
"
Jokowi Segera Umumkan Formasi CPNS, Seleksi Dimulai Maret
",Positif
"
Penampakan Lebarnya Retakan Jalan di Jepang Usai Diguncang Gempa
",Negatif
"
Biaya Admin BCA Naik Mulai 19 Januari, tapi Tak Semua Jenis Rekening
",Netral
"
Zulhas Sebut Harga Bapok Stabil Selama Nataru, Rekor Inflasi Terendah
",Positif
"
Enggan Beberkan Insentif ASN ke IKN, Suharso: Nanti Semua Mau Pindah
",Netral
"
Zulhas Jengkel Arab Saudi Pilih Beli Ikan-Sayuran dari Thailand & Vietnam
",Negatif
"
Simak! Segini Biaya Admin BCA, BRI, BNI, Bank Mandiri & BTN
",Positif
"
Kemendag Musnahkan Barang Bekas Impor Ilegal Rp 174 M Sepanjang 2023
",Negatif
"
Buntut Tungku Smelter Meledak di Morowali, Menperin Siapkan Sanksi!
",Negatif
"
Bursa Asia 'Kebakaran', IHSG Ditutup Menguat ke 7.359
",Positif
"
Kanopi Stasiun Yogyakarta Roboh Timpa Mobil, KAI Ganti Rugi
",Negatif
"
Viral Satpol PP Garut Dukung Gibran, Begini Respons Menteri PANRB
",System: Netral
"
Anies Mau Setop Ekspor Pasir Laut, KKP: Beliau Belum Paham!
",Negatif
"
Kemenhub Sediakan 264 Rute Pesawat Perintis di Daerah Terpencil
",Positif
"
Pemerintah Mau Bikin Pusat Data Nasional, tapi Instansi Masih Takut Buka-bukaan
",Negatif
"
Permudah Transaksi Bisnis, Ini Keunggulan Bank Garansi QLola by BRI
",Positif
"
Produsen Mesin Fotokopi Legendaris Xerox PHK 3.075 Pegawai
",Positif
"
TikTok Incar Pasar AS Senilai Rp 271 Triliun di 2024
",Positif
"
Cukai Miras Naik, Produsen Wine Bali Bakal Naikkan Harga
",Negatif
"
Jangan Bandel Merokok di Kereta, Bisa Langsung Diturunkan!
",Negatif
"
RI Impor Gula 5,4 Juta Ton Tahun Ini
",Negatif
"
Hilirisasi Industri Nikel Genjot Ekonomi Masyarakat di Morowali Utara
",Positif
"
Kedubes AS Buka Lowongan Kerja, Lulusan SMP-SMA Bisa Daftar, Gaji Sampai Rp 13 Juta
",Positif
"
Rugi Rp 1,62 T Gegara Kecelakaan, Japan Airlines Dapat Asuransi Rp 2 T
",Negatif
"
Korsel Luncurkan Visa Digital Nomad, Syaratnya Wajib Punya Gaji Rp 1 M/Tahun
",Positif
"
Anak Buah Sri Mulyani Jelaskan Alasan Cukai Miras Harus Naik
",Negatif
"
Apa Kabar Izin Ekspor Pasir Laut? Ini Kata Kemendag
",Netral
"
Zulhas Proyeksi Transaksi e-Commerce Capai Rp 533 T di 2023
",Positif
"
KKP Beri Bantuan 1,6 Ton Ikan Beku ke Korban Gempa Sumedang
",Netral
"
Zulhas Mau Evaluasi Harga Minyakita, Bakal Naik?
",Negatif
"
Di Atas Perkiraan, Ada 126 Juta Pergerakan Masyarakat di Libur Nataru
",Positif
"
Menpan-RB & Menkominfo ke Kantor Erick Thohir, Ini yang Dibahas
",Netral
"
Waduh! 445 ribu Perusahaan di AS Ajukan Pailit
",Negatif
"
Jokowi Mau Bantuan Pangan Diperpanjang Hingga Juni Kalau APBN Cukup
",Positif
"
Rukun Raharja Akuisisi 8% Saham Blok Jabung
",Positif
"
Emiten Prajogo Pangestu Caplok 3 Aset Pembangkit 'Kebun Angin' RI
",Positif
"
Rizal Ramli di Mata Basuki: Memberi Warna di Kabinet Jokowi
",Positif
"
Zulhas Pastikan Mobil Daihatsu Diduga Manipulasi Uji Keselamatan Tak Masuk RI
",Negatif
"
Di Depan Karyawan Pabrik Teh, Jokowi Pamer RI Masuk 5 Besar Ekonomi Dunia
",Positif
"
Zenius Putuskan Berhenti Operasi, Apa Penyebabnya?
",Negatif
"
Siap-siap! Pemerintah Godok Portal Nasional, Bayar Pajak Bisa Makin Cepat
",Positif
"
4,9 Juta Kendaraan Melintasi 3 Tol Milik Astra Infra Selama Libur Nataru
",Negatif
"
Imbas Tabrakan Pesawat Japan Airlines, Ratusan Penerbangan Dibatalkan
",Negatif
"
Bakal Dipanggil DPR Gegara Tak Mau Setop Bansos, Mendag: Seneng!
",Positif
